purchase_last_90days_count,instore_yn,location_city,product_name,transaction_timestamp,barista_name,Item,Price,promo_redemption
25,Yes,Key West,Brewed Black tea: Earl Grey Rg,2023-04-25T04:23:18Z,Lola,Brewed Black tea: Earl Grey Rg,3.99,0
42,Yes,Key West,Organic Beans: Organic Decaf Blend,2023-06-15T09:29:54Z,Stella,Organic Beans: Organic Decaf Blend,10.99,0
29,Yes,Key West,Brewed herbal tea: Peppermint Lg,2022-10-23T12:43:35Z,Cleo,Brewed herbal tea: Peppermint Lg,4.99,0
23,Yes,Key West,Brewed herbal tea: Peppermint Lg,2023-02-02T13:58:43Z,Savannah,Brewed herbal tea: Peppermint Lg,4.99,0
67,Yes,Key West,Herbal tea: Peppermint,2023-02-26T12:46:01Z,Aurora,Herbal tea: Peppermint,4.99,0
27,Yes,Key West,Organic Chocolate: Sustainably Grown Organic,2023-03-19T06:34:15Z,Scarlett,Organic Chocolate: Sustainably Grown Organic,9.99,0
66,Yes,Miami,Herbal tea: Peppermint,2022-08-27T07:01:32Z,Cleo,Herbal tea: Peppermint,4.99,0
58,Yes,Key West,Brewed Chai tea: Traditional Blend Chai Lg,2022-12-09T05:54:20Z,Aria,Brewed Chai tea: Traditional Blend Chai Lg,5.99,0
34,No,Tampa,Brewed Chai tea: Traditional Blend Chai Lg,2023-03-28T18:29:12Z,Luna,Brewed Chai tea: Traditional Blend Chai Lg,5.99,1
46,No,Jacksonville,Green tea: Serenity Green Tea,2022-06-27T22:41:56Z,Amara,Green tea: Serenity Green Tea,5.99,0
53,Yes,Key West,Scone: Ginger Scone promo,2022-12-31T11:52:29Z,Nova,Scone: Ginger Scone promo,2.49,0
21,Yes,Key West,Organic Chocolate: Sustainably Grown Organic,2022-10-01T03:15:33Z,Phoenix,Organic Chocolate: Sustainably Grown Organic,9.99,0
30,Yes,Key West,Gourmet Beans: Columbian Medium Roast,2023-06-17T21:38:50Z,Sienna,Gourmet Beans: Columbian Medium Roast,11.99,0
32,Yes,Key West,Drip coffee: Our Old Time Diner Blend Lg,2022-12-12T15:28:55Z,Violet,Drip coffee: Our Old Time Diner Blend Lg,4.99,0
53,Yes,Key West,Chai tea: Morning Sunrise Chai,2023-06-15T08:25:58Z,Seraphina,Chai tea: Morning Sunrise Chai,4.99,1
68,Yes,Key West,Drip coffee: Our Old Time Diner Blend Sm,2022-12-04T19:51:25Z,Stella,Drip coffee: Our Old Time Diner Blend Sm,2.99,0
18,No,Tampa,Hot chocolate: Snow Day Hot Chocolate,2022-10-26T20:32:28Z,Lola,Hot chocolate: Snow Day Hot Chocolate,6.99,1
13,Yes,Miami,Brewed herbal tea: Peppermint Lg,2023-06-12T03:19:04Z,Sienna,Brewed herbal tea: Peppermint Lg,4.99,0
17,No,Tampa,Brewed Black tea: English Breakfast Rg,2023-06-18T04:34:19Z,Jasmine,Brewed Black tea: English Breakfast Rg,3.99,1
34,Yes,Miami,Chai tea: Traditional Blend Chai,2023-03-10T21:58:17Z,Lola,Chai tea: Traditional Blend Chai,4.99,0
32,No,Miami,Hot chocolate: Snow Day Hot Chocolate,2023-02-02T13:09:06Z,Lola,Hot chocolate: Snow Day Hot Chocolate,6.99,1
30,Yes,Key West,Chai tea: Spicy Eye Opener Chai,2023-02-23T00:55:07Z,Stella,Chai tea: Spicy Eye Opener Chai,4.99,0
33,Yes,Key West,Brewed Green tea: Serenity Green Tea Lg,2023-02-28T21:54:18Z,Savannah,Brewed Green tea: Serenity Green Tea Lg,5.99,0
34,Yes,Key West,Gourmet Beans: Columbian Medium Roast,2023-04-24T19:43:19Z,Sienna,Gourmet Beans: Columbian Medium Roast,11.99,0
24,Yes,Key West,Premium brewed coffee: Jamaican Coffee River Sm,2023-05-10T10:38:28Z,Jasmine,Premium brewed coffee: Jamaican Coffee River Sm,5.99,0
60,No,Key West,Regular syrup: Carmel syrup,2022-09-09T18:31:33Z,Willow,Regular syrup: Carmel syrup,3.99,0
54,Yes,Key West,Organic Beans: Brazilian - Organic,2023-01-26T03:21:57Z,Aurora,Organic Beans: Brazilian - Organic,12.99,0
43,Yes,Key West,Barista Espresso: Ouro Brasileiro shot promo,2022-09-25T22:51:29Z,Savannah,Barista Espresso: Ouro Brasileiro shot promo,2.99,0
15,Yes,Key West,Drinking Chocolate: Chili Mayan,2023-06-19T01:59:43Z,Savannah,Drinking Chocolate: Chili Mayan,9.99,0
19,No,Jacksonville,Drinking Chocolate: Dark chocolate,2022-09-24T06:49:34Z,Ivy,Drinking Chocolate: Dark chocolate,8.99,0
16,Yes,Key West,Scone: Ginger Scone promo,2022-09-14T10:15:04Z,Ruby,Scone: Ginger Scone promo,2.49,0
24,No,Tampa,Organic Beans: Brazilian - Organic,2022-08-31T17:43:39Z,Nova,Organic Beans: Brazilian - Organic,12.99,1
24,No,Jacksonville,Gourmet brewed coffee: Ethiopia Lg,2022-09-11T11:31:19Z,Sienna,Gourmet brewed coffee: Ethiopia Lg,6.99,0
43,No,Key West,Gourmet brewed coffee: Ethiopia Lg,2022-11-11T18:44:35Z,Seraphina,Gourmet brewed coffee: Ethiopia Lg,6.99,0
23,Yes,Key West,Premium brewed coffee: Jamaican Coffee River Sm,2022-11-08T16:02:58Z,Aurora,Premium brewed coffee: Jamaican Coffee River Sm,5.99,0
50,Yes,Key West,Scone: Jumbo Savory Scone,2023-03-24T06:10:04Z,Sienna,Scone: Jumbo Savory Scone,4.99,0
40,Yes,Key West,Barista Espresso: Ouro Brasileiro shot promo,2022-07-27T23:05:10Z,Cleo,Barista Espresso: Ouro Brasileiro shot promo,2.99,0
39,No,Miami,Herbal tea: Peppermint,2022-10-30T15:49:12Z,Nova,Herbal tea: Peppermint,4.99,1
26,Yes,Miami,Brewed Green tea: Serenity Green Tea Lg,2023-05-02T08:50:59Z,Aurora,Brewed Green tea: Serenity Green Tea Lg,5.99,0
50,Yes,Key West,Scone: Jumbo Savory Scone,2022-10-13T19:38:07Z,Lola,Scone: Jumbo Savory Scone,4.99,0
20,Yes,Key West,Herbal tea: Lemon Grass,2022-09-11T03:47:59Z,Zara,Herbal tea: Lemon Grass,4.99,0
53,Yes,Key West,Organic Beans: Brazilian - Organic,2022-07-16T03:20:50Z,Sienna,Organic Beans: Brazilian - Organic,12.99,0
35,Yes,Miami,Espresso Beans: Primo Espresso Roast,2023-06-14T08:18:19Z,Nova,Espresso Beans: Primo Espresso Roast,16.99,0
35,No,Tampa,Premium brewed coffee: Jamaican Coffee River Sm,2023-02-01T05:13:08Z,Ember,Premium brewed coffee: Jamaican Coffee River Sm,5.99,1
52,Yes,Key West,Brewed Green tea: Serenity Green Tea Rg,2023-02-05T14:27:10Z,Scarlett,Brewed Green tea: Serenity Green Tea Rg,4.99,0
60,Yes,Key West,Hot chocolate: Snow Day Hot Chocolate,2023-03-15T15:48:16Z,Zara,Hot chocolate: Snow Day Hot Chocolate,6.99,0
62,Yes,Key West,Seasonal drink: Happy Holidays hot chocolate,2023-05-05T20:01:04Z,Stella,Seasonal drink: Happy Holidays hot chocolate,5.99,0
31,Yes,Key West,Chai tea: Spicy Eye Opener Chai,2023-01-16T03:30:06Z,Nova,Chai tea: Spicy Eye Opener Chai,4.99,0
33,No,Tampa,Organic brewed coffee: Brazilian Sm,2022-12-14T06:52:39Z,Scarlett,Organic brewed coffee: Brazilian Sm,3.99,1
29,Yes,Key West,Herbal tea: Lemon Grass,2023-02-08T17:32:40Z,Sienna,Herbal tea: Lemon Grass,4.99,0
45,Yes,Key West,Hot chocolate: Snow Day Hot Chocolate,2023-02-26T18:56:05Z,Scarlett,Hot chocolate: Snow Day Hot Chocolate,6.99,0
29,Yes,Key West,Brewed Black tea: Earl Grey Rg,2023-03-28T01:44:13Z,Jasmine,Brewed Black tea: Earl Grey Rg,3.99,0
19,Yes,Key West,Barista Espresso: Ouro Brasileiro shot,2022-10-01T09:38:47Z,Aurora,Barista Espresso: Ouro Brasileiro shot,3.99,0
44,Yes,Key West,Pastry: Almond Croissant,2023-05-30T01:51:22Z,Lola,Pastry: Almond Croissant,4.49,0
22,No,Tampa,Regular syrup: Carmel syrup,2023-02-02T08:15:20Z,Ruby,Regular syrup: Carmel syrup,3.99,1
24,No,Tampa,Scone: Ginger Scone promo,2022-07-31T03:09:13Z,Savannah,Scone: Ginger Scone promo,2.49,1
59,Yes,Key West,Scone: Jumbo Savory Scone,2022-11-09T18:40:05Z,Phoenix,Scone: Jumbo Savory Scone,4.99,0
69,Yes,Key West,Drip coffee: Our Old Time Diner Blend Rg,2023-05-24T02:56:19Z,Jasmine,Drip coffee: Our Old Time Diner Blend Rg,3.99,1
56,No,Key West,Herbal tea: Lemon Grass,2022-09-30T08:26:57Z,Jasmine,Herbal tea: Lemon Grass,4.99,0
34,Yes,Key West,Barista Espresso: Ouro Brasileiro shot,2022-07-16T17:43:58Z,Stella,Barista Espresso: Ouro Brasileiro shot,3.99,0
20,Yes,Miami,Green tea: Serenity Green Tea,2023-04-20T09:38:00Z,Lola,Green tea: Serenity Green Tea,5.99,0
63,Yes,Key West,Hot chocolate: Sustainably Grown Organic Rg,2022-07-15T06:41:56Z,Seraphina,Hot chocolate: Sustainably Grown Organic Rg,5.99,0
21,Yes,Miami,Brewed herbal tea: Peppermint Lg,2022-11-09T08:23:10Z,Ivy,Brewed herbal tea: Peppermint Lg,4.99,0
55,No,Key West,Scone: Ginger Scone promo,2022-09-13T21:28:01Z,Stella,Scone: Ginger Scone promo,2.49,0
31,Yes,Key West,Chai tea: Spicy Eye Opener Chai,2023-01-10T02:39:04Z,Aria,Chai tea: Spicy Eye Opener Chai,4.99,0
20,Yes,Key West,Drinking Chocolate: Chili Mayan,2022-12-28T09:16:45Z,Stella,Drinking Chocolate: Chili Mayan,9.99,0
32,Yes,Key West,Green tea: Serenity Green Tea,2023-06-14T20:06:55Z,Stella,Green tea: Serenity Green Tea,5.99,0
24,No,Miami,House blend Beans: Our Old Time Diner Blend,2022-08-13T14:17:06Z,Ruby,House blend Beans: Our Old Time Diner Blend,9.99,1
28,Yes,Key West,Seasonal drink: Pumpkin Spice Latte,2023-04-04T02:19:48Z,Savannah,Seasonal drink: Pumpkin Spice Latte,5.99,0
53,No,Key West,Brewed Chai tea: Spicy Eye Opener Chai Rg,2023-03-27T21:40:19Z,Willow,Brewed Chai tea: Spicy Eye Opener Chai Rg,4.99,0
30,Yes,Miami,Espresso Beans: Primo Espresso Roast,2023-06-03T15:05:06Z,Luna,Espresso Beans: Primo Espresso Roast,16.99,0
21,No,Tampa,Biscotti: Chocolate Chip Biscotti,2022-12-15T21:44:32Z,Phoenix,Biscotti: Chocolate Chip Biscotti,2.49,1
16,Yes,Key West,Seasonal drink: Pumpkin Spice Latte,2023-06-11T01:16:04Z,Amara,Seasonal drink: Pumpkin Spice Latte,5.99,0
43,Yes,Key West,Barista Espresso: Ouro Brasileiro shot promo,2022-06-27T09:18:21Z,Phoenix,Barista Espresso: Ouro Brasileiro shot promo,2.99,0
60,Yes,Key West,Scone: Jumbo Savory Scone,2023-05-07T23:55:48Z,Ivy,Scone: Jumbo Savory Scone,4.99,0
28,Yes,Key West,Barista Espresso: Ouro Brasileiro shot,2023-04-15T16:41:06Z,Ember,Barista Espresso: Ouro Brasileiro shot,3.99,0
25,Yes,Miami,Barista Espresso: Ouro Brasileiro shot promo,2023-02-12T20:51:00Z,Zara,Barista Espresso: Ouro Brasileiro shot promo,2.99,0
15,Yes,Key West,Brewed Black tea: Earl Grey Rg,2022-09-11T08:19:02Z,Ivy,Brewed Black tea: Earl Grey Rg,3.99,0
24,Yes,Miami,Barista Espresso: Ouro Brasileiro shot,2023-05-23T06:26:41Z,Savannah,Barista Espresso: Ouro Brasileiro shot,3.99,0
22,Yes,Key West,Barista Espresso: Cappuccino Lg,2022-12-25T08:12:28Z,Seraphina,Barista Espresso: Cappuccino Lg,5.99,0
55,Yes,Miami,Seasonal drink: Happy Holidays hot chocolate,2023-03-21T20:38:58Z,Ivy,Seasonal drink: Happy Holidays hot chocolate,5.99,0
25,No,Tampa,Drinking Chocolate: Chili Mayan,2022-07-12T22:25:31Z,Ember,Drinking Chocolate: Chili Mayan,9.99,1
14,No,Key West,Organic Chocolate: Sustainably Grown Organic,2022-07-11T14:30:06Z,Cleo,Organic Chocolate: Sustainably Grown Organic,9.99,0
71,Yes,Key West,Organic Beans: Brazilian - Organic,2022-06-26T13:14:52Z,Lola,Organic Beans: Brazilian - Organic,12.99,0
27,Yes,Miami,Green tea: Serenity Green Tea,2022-10-24T19:44:10Z,Stella,Green tea: Serenity Green Tea,5.99,0
51,Yes,Key West,Drip coffee: Our Old Time Diner Blend Lg,2022-11-24T17:33:31Z,Nova,Drip coffee: Our Old Time Diner Blend Lg,4.99,1
32,Yes,Key West,Barista Espresso: Ouro Brasileiro shot,2023-03-16T08:26:50Z,Cleo,Barista Espresso: Ouro Brasileiro shot,3.99,0
26,Yes,Miami,Drip coffee: Our Old Time Diner Blend Lg,2023-05-17T19:28:17Z,Ruby,Drip coffee: Our Old Time Diner Blend Lg,4.99,0
54,Yes,Key West,Barista Espresso: Latte Rg,2022-09-06T22:41:31Z,Stella,Barista Espresso: Latte Rg,5.99,0
59,Yes,Key West,Seasonal drink: Happy Holidays hot chocolate,2022-12-29T23:25:32Z,Phoenix,Seasonal drink: Happy Holidays hot chocolate,5.99,0
21,No,Key West,Brewed Chai tea: Spicy Eye Opener Chai Rg,2023-06-14T22:02:43Z,Sienna,Brewed Chai tea: Spicy Eye Opener Chai Rg,4.99,0
57,Yes,Key West,Organic Beans: Brazilian - Organic,2023-04-20T00:07:17Z,Amara,Organic Beans: Brazilian - Organic,12.99,0
22,Yes,Key West,Green tea: Serenity Green Tea,2022-08-11T03:13:12Z,Ember,Green tea: Serenity Green Tea,5.99,0
17,Yes,Key West,Drinking Chocolate: Chili Mayan,2023-04-17T02:32:09Z,Ivy,Drinking Chocolate: Chili Mayan,9.99,0
65,Yes,Key West,Biscotti: Chocolate Chip Biscotti,2022-07-16T14:51:43Z,Violet,Biscotti: Chocolate Chip Biscotti,2.49,0
34,Yes,Miami,Drip coffee: Our Old Time Diner Blend Rg,2023-01-15T04:18:02Z,Luna,Drip coffee: Our Old Time Diner Blend Rg,3.99,0
47,Yes,Key West,Hot chocolate: Snow Day Hot Chocolate,2023-01-02T21:47:52Z,Ember,Hot chocolate: Snow Day Hot Chocolate,6.99,0
36,No,Jacksonville,Herbal tea: Lemon Grass,2022-11-21T21:00:32Z,Lola,Herbal tea: Lemon Grass,4.99,0
74,Yes,Miami,Drinking Chocolate: Dark chocolate,2022-08-01T14:28:48Z,Luna,Drinking Chocolate: Dark chocolate,8.99,0
17,Yes,Key West,Gourmet brewed coffee: Columbian Medium Roast Lg,2022-09-13T11:42:41Z,Aurora,Gourmet brewed coffee: Columbian Medium Roast Lg,6.99,0
52,Yes,Key West,Organic brewed coffee: Brazilian Sm,2023-02-20T10:12:55Z,Aria,Organic brewed coffee: Brazilian Sm,3.99,0
63,Yes,Key West,Espresso Beans: Primo Espresso Roast,2023-02-20T22:11:11Z,Lola,Espresso Beans: Primo Espresso Roast,16.99,1
29,Yes,Key West,Chai tea: Morning Sunrise Chai,2022-10-16T09:51:18Z,Ruby,Chai tea: Morning Sunrise Chai,4.99,0
29,Yes,Key West,Barista Espresso: Ouro Brasileiro shot,2022-12-24T07:02:48Z,Jasmine,Barista Espresso: Ouro Brasileiro shot,3.99,0
35,Yes,Key West,Chai tea: Morning Sunrise Chai,2022-06-27T18:13:47Z,Ruby,Chai tea: Morning Sunrise Chai,4.99,0
66,Yes,Miami,Scone: Cranberry Scone,2023-06-11T18:30:36Z,Zara,Scone: Cranberry Scone,3.49,0
55,Yes,Key West,Drinking Chocolate: Dark chocolate,2022-08-26T17:36:20Z,Violet,Drinking Chocolate: Dark chocolate,8.99,0
53,No,Key West,Drinking Chocolate: Chili Mayan,2022-10-10T07:24:51Z,Stella,Drinking Chocolate: Chili Mayan,9.99,0
61,Yes,Key West,Barista Espresso: Latte Rg,2022-07-28T14:06:23Z,Seraphina,Barista Espresso: Latte Rg,5.99,0
38,No,Jacksonville,Brewed Black tea: Earl Grey Rg,2023-02-01T19:11:57Z,Ivy,Brewed Black tea: Earl Grey Rg,3.99,0
56,Yes,Key West,Scone: Jumbo Savory Scone,2023-02-04T18:58:33Z,Savannah,Scone: Jumbo Savory Scone,4.99,0
51,Yes,Key West,Biscotti: Chocolate Chip Biscotti,2023-05-20T17:48:48Z,Aurora,Biscotti: Chocolate Chip Biscotti,2.49,0
55,Yes,Key West,Pastry: Almond Croissant,2022-07-04T23:46:36Z,Ruby,Pastry: Almond Croissant,4.49,1
51,Yes,Key West,Scone: Jumbo Savory Scone,2023-01-27T15:34:44Z,Ember,Scone: Jumbo Savory Scone,4.99,0
49,Yes,Key West,Biscotti: Chocolate Chip Biscotti,2022-08-13T02:38:40Z,Nova,Biscotti: Chocolate Chip Biscotti,2.49,0
59,Yes,Key West,Hot chocolate: Snow Day Hot Chocolate,2022-12-08T03:40:53Z,Amara,Hot chocolate: Snow Day Hot Chocolate,6.99,0
53,Yes,Key West,Seasonal drink: Happy Holidays hot chocolate,2022-07-07T16:41:45Z,Savannah,Seasonal drink: Happy Holidays hot chocolate,5.99,0
17,Yes,Key West,Specialty coffee: Rio Nights,2023-02-24T15:27:41Z,Amara,Specialty coffee: Rio Nights,11.99,0
30,No,Tampa,Brewed Chai tea: Traditional Blend Chai Lg,2023-01-22T07:19:34Z,Aurora,Brewed Chai tea: Traditional Blend Chai Lg,5.99,1
25,No,Tampa,Organic brewed coffee: Brazilian Sm,2023-06-01T22:47:45Z,Amara,Organic brewed coffee: Brazilian Sm,3.99,1
57,Yes,Key West,Brewed Chai tea: Traditional Blend Chai Lg,2022-09-05T07:10:00Z,Lola,Brewed Chai tea: Traditional Blend Chai Lg,5.99,0
32,No,Tampa,Brewed Green tea: Serenity Green Tea Rg,2022-06-27T12:40:46Z,Phoenix,Brewed Green tea: Serenity Green Tea Rg,4.99,1
69,Yes,Key West,Scone: Jumbo Savory Scone,2022-07-04T00:29:14Z,Jasmine,Scone: Jumbo Savory Scone,4.99,0
63,Yes,Key West,Brewed Chai tea: Traditional Blend Chai Lg,2022-09-01T22:10:42Z,Lola,Brewed Chai tea: Traditional Blend Chai Lg,5.99,0
85,Yes,Miami,Biscotti: Ginger Biscotti,2022-08-25T14:59:37Z,Jasmine,Biscotti: Ginger Biscotti,2.49,0
73,Yes,Miami,Barista Espresso: Latte Rg,2023-04-18T19:27:58Z,Phoenix,Barista Espresso: Latte Rg,5.99,0
38,Yes,Miami,Regular syrup: Chocolate syrup,2023-04-21T22:41:54Z,Zara,Regular syrup: Chocolate syrup,3.99,0
12,Yes,Miami,Brewed Black tea: Earl Grey Rg,2022-09-28T20:06:58Z,Stella,Brewed Black tea: Earl Grey Rg,3.99,0
27,Yes,Key West,Gourmet brewed coffee: Columbian Medium Roast Lg,2022-12-24T02:55:00Z,Aurora,Gourmet brewed coffee: Columbian Medium Roast Lg,6.99,0
57,Yes,Miami,Hot chocolate: Snow Day Hot Chocolate,2022-07-24T05:39:36Z,Lola,Hot chocolate: Snow Day Hot Chocolate,6.99,0
57,Yes,Key West,Biscotti: Chocolate Chip Biscotti,2022-09-25T08:49:41Z,Ivy,Biscotti: Chocolate Chip Biscotti,2.49,0
60,No,Key West,Scone: Ginger Scone promo,2022-11-28T02:04:30Z,Zara,Scone: Ginger Scone promo,2.49,1
46,Yes,Key West,Hot chocolate: Sustainably Grown Organic Lg,2022-09-03T18:42:34Z,Nova,Hot chocolate: Sustainably Grown Organic Lg,6.99,0
30,Yes,Key West,Barista Espresso: Ouro Brasileiro shot,2023-02-12T17:30:44Z,Luna,Barista Espresso: Ouro Brasileiro shot,3.99,0
57,Yes,Key West,Hot chocolate: Snow Day Hot Chocolate,2022-10-12T00:53:36Z,Phoenix,Hot chocolate: Snow Day Hot Chocolate,6.99,0
60,Yes,Key West,Gourmet brewed coffee: Columbian Medium Roast Sm,2023-05-19T21:19:38Z,Aria,Gourmet brewed coffee: Columbian Medium Roast Sm,4.99,1
52,No,Key West,Organic Chocolate: Sustainably Grown Organic,2023-01-19T14:10:59Z,Amara,Organic Chocolate: Sustainably Grown Organic,9.99,0
18,Yes,Miami,Specialty coffee: Rio Nights,2022-07-02T03:35:32Z,Lola,Specialty coffee: Rio Nights,11.99,0
72,Yes,Miami,Premium brewed coffee: Jamaican Coffee River Lg,2022-12-19T14:11:07Z,Zara,Premium brewed coffee: Jamaican Coffee River Lg,7.99,0
56,Yes,Key West,Biscotti: Chocolate Chip Biscotti,2022-08-26T21:46:29Z,Amara,Biscotti: Chocolate Chip Biscotti,2.49,0
51,Yes,Key West,Hot chocolate: Snow Day Hot Chocolate,2022-12-06T14:38:50Z,Aria,Hot chocolate: Snow Day Hot Chocolate,6.99,0
54,Yes,Key West,Gourmet brewed coffee: Ethiopia Lg,2023-03-02T15:16:55Z,Sienna,Gourmet brewed coffee: Ethiopia Lg,6.99,0
69,Yes,Key West,Organic Beans: Brazilian - Organic,2022-12-08T19:00:37Z,Phoenix,Organic Beans: Brazilian - Organic,12.99,0
65,No,Key West,Scone: Cranberry Scone,2023-06-21T09:33:38Z,Seraphina,Scone: Cranberry Scone,3.49,0
52,Yes,Miami,Seasonal drink: Pumpkin Spice Latte,2023-03-23T13:33:13Z,Savannah,Seasonal drink: Pumpkin Spice Latte,5.99,0
67,Yes,Key West,Regular syrup: Carmel syrup,2022-09-15T16:07:56Z,Savannah,Regular syrup: Carmel syrup,3.99,0
31,Yes,Miami,Gourmet Beans: Columbian Medium Roast,2023-03-22T06:15:44Z,Luna,Gourmet Beans: Columbian Medium Roast,11.99,0
25,Yes,Key West,Brewed Black tea: English Breakfast Rg,2023-05-19T13:33:53Z,Nova,Brewed Black tea: English Breakfast Rg,3.99,0
56,Yes,Key West,Espresso Beans: Primo Espresso Roast,2022-07-17T05:04:45Z,Ember,Espresso Beans: Primo Espresso Roast,16.99,1
66,Yes,Miami,Drinking Chocolate: Dark chocolate,2022-11-18T09:11:57Z,Savannah,Drinking Chocolate: Dark chocolate,8.99,0
39,Yes,Key West,Green tea: Serenity Green Tea,2023-02-17T09:53:35Z,Jasmine,Green tea: Serenity Green Tea,5.99,0
20,Yes,Miami,Brewed Green tea: Serenity Green Tea Lg,2022-07-05T23:17:56Z,Lola,Brewed Green tea: Serenity Green Tea Lg,5.99,0
53,Yes,Miami,Organic Beans: Brazilian - Organic,2023-06-22T17:17:18Z,Violet,Organic Beans: Brazilian - Organic,12.99,0
14,No,Key West,Scone: Cranberry Scone,2023-03-25T04:48:28Z,Stella,Scone: Cranberry Scone,3.49,0
25,Yes,Key West,Brewed Black tea: Earl Grey Rg,2023-05-30T09:11:41Z,Stella,Brewed Black tea: Earl Grey Rg,3.99,0
59,No,Key West,Scone: Ginger Scone promo,2022-11-05T06:34:22Z,Zara,Scone: Ginger Scone promo,2.49,0
65,Yes,Key West,Biscotti: Chocolate Chip Biscotti,2022-07-22T23:44:07Z,Lola,Biscotti: Chocolate Chip Biscotti,2.49,0
15,Yes,Key West,Gourmet brewed coffee: Ethiopia Lg,2022-08-03T02:21:51Z,Savannah,Gourmet brewed coffee: Ethiopia Lg,6.99,0
69,No,Key West,Regular syrup: Carmel syrup,2023-03-29T23:30:24Z,Stella,Regular syrup: Carmel syrup,3.99,0
25,Yes,Tampa,Gourmet brewed coffee: Columbian Medium Roast Rg,2022-12-05T05:34:43Z,Luna,Gourmet brewed coffee: Columbian Medium Roast Rg,5.99,0
32,Yes,Key West,Brewed Green tea: Serenity Green Tea Lg,2023-06-20T16:51:57Z,Ruby,Brewed Green tea: Serenity Green Tea Lg,5.99,0
27,No,Tampa,Organic brewed coffee: Brazilian Sm,2023-01-29T07:18:20Z,Lola,Organic brewed coffee: Brazilian Sm,3.99,1
55,Yes,Key West,Brewed Green tea: Serenity Green Tea Rg,2023-05-08T17:27:37Z,Amara,Brewed Green tea: Serenity Green Tea Rg,4.99,0
43,Yes,Key West,Brewed Chai tea: Traditional Blend Chai Lg,2022-08-05T09:51:06Z,Lola,Brewed Chai tea: Traditional Blend Chai Lg,5.99,0
78,Yes,Jacksonville,Drip coffee: Our Old Time Diner Blend Rg,2022-07-12T18:31:59Z,Aurora,Drip coffee: Our Old Time Diner Blend Rg,3.99,1
53,Yes,Miami,Brewed Black tea: Earl Grey Rg,2023-02-14T07:11:29Z,Jasmine,Brewed Black tea: Earl Grey Rg,3.99,1
46,Yes,Key West,Hot chocolate: Snow Day Hot Chocolate,2023-04-05T00:30:18Z,Lola,Hot chocolate: Snow Day Hot Chocolate,6.99,0
27,Yes,Key West,House blend Beans: Our Old Time Diner Blend,2023-04-29T01:34:44Z,Cleo,House blend Beans: Our Old Time Diner Blend,9.99,0
25,Yes,Jacksonville,Scone: Ginger Scone promo,2022-12-25T02:20:35Z,Luna,Scone: Ginger Scone promo,2.49,0
36,Yes,Key West,Drip coffee: Our Old Time Diner Blend Lg,2023-01-11T09:38:30Z,Luna,Drip coffee: Our Old Time Diner Blend Lg,4.99,0
55,Yes,Key West,Brewed herbal tea: Lemon Grass Lg,2023-02-08T12:58:01Z,Willow,Brewed herbal tea: Lemon Grass Lg,4.99,0
41,Yes,Key West,House blend Beans: Our Old Time Diner Blend,2023-01-10T17:27:35Z,Phoenix,House blend Beans: Our Old Time Diner Blend,9.99,0
15,Yes,Miami,Organic Chocolate: Sustainably Grown Organic,2023-05-09T19:45:19Z,Amara,Organic Chocolate: Sustainably Grown Organic,9.99,0
38,Yes,Key West,Barista Espresso: Ouro Brasileiro shot,2023-05-11T09:56:03Z,Jasmine,Barista Espresso: Ouro Brasileiro shot,3.99,0
43,Yes,Key West,Hot chocolate: Snow Day Hot Chocolate,2022-09-12T23:01:32Z,Ruby,Hot chocolate: Snow Day Hot Chocolate,6.99,0
25,Yes,Miami,House blend Beans: Our Old Time Diner Blend,2022-09-10T10:15:51Z,Aurora,House blend Beans: Our Old Time Diner Blend,9.99,0
35,Yes,Key West,Chai tea: Spicy Eye Opener Chai,2023-01-23T00:52:10Z,Ember,Chai tea: Spicy Eye Opener Chai,4.99,0
64,Yes,Miami,Brewed Chai tea: Traditional Blend Chai Lg,2023-01-18T04:22:58Z,Phoenix,Brewed Chai tea: Traditional Blend Chai Lg,5.99,0
18,Yes,Key West,Seasonal drink: Happy Holidays hot chocolate,2023-05-08T07:50:09Z,Ivy,Seasonal drink: Happy Holidays hot chocolate,5.99,0
69,Yes,Miami,Premium brewed coffee: Jamaican Coffee River Lg,2022-10-06T08:46:54Z,Willow,Premium brewed coffee: Jamaican Coffee River Lg,7.99,0
58,Yes,Miami,Organic brewed coffee: Brazilian Sm,2023-02-20T11:56:14Z,Aria,Organic brewed coffee: Brazilian Sm,3.99,0
77,Yes,Key West,Drip coffee: Our Old Time Diner Blend Sm,2022-07-28T22:00:09Z,Savannah,Drip coffee: Our Old Time Diner Blend Sm,2.99,0
26,Yes,Key West,Barista Espresso: Ouro Brasileiro shot,2023-01-05T17:02:35Z,Violet,Barista Espresso: Ouro Brasileiro shot,3.99,0
17,Yes,Miami,Chai tea: Morning Sunrise Chai,2023-05-29T04:05:15Z,Amara,Chai tea: Morning Sunrise Chai,4.99,0
62,Yes,Key West,Barista Espresso: Latte Rg,2022-07-29T02:48:40Z,Aurora,Barista Espresso: Latte Rg,5.99,0
57,Yes,Miami,Organic Beans: Brazilian - Organic,2022-12-03T22:53:35Z,Jasmine,Organic Beans: Brazilian - Organic,12.99,0
18,No,Tampa,Brewed Black tea: Earl Grey Rg,2023-06-12T14:29:54Z,Nova,Brewed Black tea: Earl Grey Rg,3.99,1
